mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
1446,gtfs-rt,sa,,,,Saskatoon Transit,True,,,,716,http://apps2.saskatoon.ca/app/data/Alert/Alerts.pb,0,,,,,,,,,,,,,
1447,gtfs-rt,tu,,,,Saskatoon Transit,True,,,,716,http://apps2.saskatoon.ca/app/data/TripUpdate/TripUpdates.pb,0,,,,,,,,,,,,,
1448,gtfs-rt,vp,,,,Community Transit,,,,,287,https://s3.amazonaws.com/commtrans-realtime-prod/vehiclepositions.pb,0,,,,https://www.communitytransit.org/OpenData,,,,,,,,,
1449,gtfs-rt,sa,,,,Community Transit,,,,,287,https://s3.amazonaws.com/commtrans-realtime-prod/alerts.pb,0,,,,https://www.communitytransit.org/OpenData,,,,,,,,,
1450,gtfs-rt,tu,,,,Community Transit,,,,,287,https://s3.amazonaws.com/commtrans-realtime-prod/tripupdates.pb,0,,,,https://www.communitytransit.org/OpenData,,,,,,,,,
1451,gtfs-rt,vp,,,,Connecticut Transit,,,,,553,https://s3.amazonaws.com/cttransit-realtime-prod/vehiclepositions.pb,0,,,,https://www.cttransit.com/about/developers/terms-of-use,,,,,,deprecated,,2422,
1452,gtfs-rt,sa,,,,Connecticut Transit,,,,,553,https://s3.amazonaws.com/cttransit-realtime-prod/alerts.pb,0,,,,https://www.cttransit.com/about/developers/terms-of-use,,,,,,deprecated,,2424,
1453,gtfs-rt,tu,,,,Connecticut Transit,,,,,553,https://s3.amazonaws.com/cttransit-realtime-prod/tripupdates.pb,0,,,,https://www.cttransit.com/about/developers/terms-of-use,,,,,,deprecated,,2423,
1454,gtfs-rt,vp,,,,City of Corvallis,,,,,136,https://api.goswift.ly/real-time/ocwcog-corvallis/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1455,gtfs-rt,tu,,,,City of Corvallis,,,,,136,https://api.goswift.ly/real-time/ocwcog-corvallis/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1456,gtfs-rt,vp,,,,Denton County Transportation Authority,,,,,151,http://api.transitime.org/api/v1/key/dca04420/agency/dcta/command/gtfs-rt/vehiclePositions?format=bin,0,,,,https://www.dcta.net/resources/open-data,,,,,,,,,
1457,gtfs-rt,tu,,,,Denton County Transportation Authority,,,,,151,http://api.transitime.org/api/v1/key/dca04420/agency/dcta/command/gtfs-rt/tripUpdates?format=bin,0,,,,https://www.dcta.net/resources/open-data,,,,,,,,,
1458,gtfs-rt,vp,,,,Hamilton Street Railway,True,,,,2618,https://opendata.hamilton.ca/GTFS-RT/GTFS_VehiclePositions.pb,0,,,,https://www.hamilton.ca/city-council/data-maps/open-data/open-data-licence-terms-and-conditions,,,,,,,,,
1459,gtfs-rt,sa,,,,Hamilton Street Railway,True,,,,2618,https://opendata.hamilton.ca/GTFS-RT/GTFS_ServiceAlerts.pb,0,,,,https://www.hamilton.ca/city-council/data-maps/open-data/open-data-licence-terms-and-conditions,,,,,,,,,
1460,gtfs-rt,tu,,,,Hamilton Street Railway,True,,,,2618,https://opendata.hamilton.ca/GTFS-RT/GTFS_TripUpdates.pb,0,,,,https://www.hamilton.ca/city-council/data-maps/open-data/open-data-licence-terms-and-conditions,,,,,,,,,
1461,gtfs-rt,vp,,,,Duluth Transit,,,,,301,https://duluthtransit.com/gtfsrt/Vehicle/VehiclePositions.pb,0,,,,https://www.duluthtransit.com/home/doing-business/developer-resources/,,,,,,,,,
1462,gtfs-rt,sa,,,,Duluth Transit,,,,,301,https://duluthtransit.com/gtfsrt/Alert/Alerts.pb,0,,,,https://www.duluthtransit.com/home/doing-business/developer-resources/,,,,,,,,,
1463,gtfs-rt,tu,,,,Duluth Transit,,,,,301,https://duluthtransit.com/gtfsrt/TripUpdate/TripUpdates.pb,0,,,,https://www.duluthtransit.com/home/doing-business/developer-resources/,,,,,,,,,
1464,gtfs-rt,tu,,,,GoDurham,,,,,377,https://api.goswift.ly/real-time/godurham/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1465,gtfs-rt,vp,,,,GoDurham,,,,,377,https://api.goswift.ly/real-time/godurham/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1466,gtfs-rt,vp,,,,Durham Region Transit,,,,,726,https://drtonline.durhamregiontransit.com/gtfsrealtime/VehiclePositions,0,,,,https://opendata.durham.ca/search?q=service%20alert,,,,,,,,,
1467,gtfs-rt,sa,,,,Durham Region Transit,,,,,726,https://maps.durham.ca/OpenDataGTFS/alerts.pb,0,,,,https://opendata.durham.ca/search?q=service%20alert,,,,,,,,,
1468,gtfs-rt,tu,,,,Durham Region Transit,,,,,726,https://drtonline.durhamregiontransit.com/gtfsrealtime/TripUpdates,0,,,,https://opendata.durham.ca/search?q=service%20alert,,,,,,,,,
1469,gtfs-rt,tu,,,,ABQ RIDE,,,,,166,https://api.goswift.ly/real-time/abq-ride/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1470,gtfs-rt,vp,,,,ABQ RIDE,,,,,166,https://api.goswift.ly/real-time/abq-ride/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1471,gtfs-rt,vp,,,,Régie intermunicipale de transport des Collines (Transcollines),True,,,,739,http://67.212.79.244:8080/hermes_st_Transcollines/pb/vehiclePositions.pb,0,,,,https://github.com/transcollines/GTFS-RT/blob/master/LICENCE.MD,,,,,,,,,
1472,gtfs-rt,tu,,,,Régie intermunicipale de transport des Collines (Transcollines),True,,,,739,http://67.212.79.244:8080/hermes_st_Transcollines/pb/tripUpdates.pb,0,,,,https://github.com/transcollines/GTFS-RT/blob/master/LICENCE.MD,,,,,,,,,
1473,gtfs-rt,tu,,,,Shreveport Area Transit System (SporTran),,,,,1060,https://sportranbus.com/gtfs-rt/tripupdates,0,,,,,,,,,,,,,
1474,gtfs-rt,vp,,,,Shreveport Area Transit System (SporTran),,,,,1060,https://sportranbus.com/gtfs-rt/vehiclepositions,0,,,,,,,,,,,,,
1475,gtfs-rt,sa,,,,Shreveport Area Transit System (SporTran),,,,,1060,https://sportranbus.com/gtfs-rt/alerts,0,,,,,,,,,,,,,
1476,gtfs-rt,tu,,,,Tillamook County Transportation District,,,,,246,https://api.goswift.ly/real-time/tillamook/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1477,gtfs-rt,sa,,,,Tillamook County Transportation District,,,,,246,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/tillamook-or-us/service_alerts.proto,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1478,gtfs-rt,vp,,,,Tillamook County Transportation District,,,,,246,https://api.goswift.ly/real-time/tillamook/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1479,gtfs-rt,sa,,,,City of Banning Pass Transit System,,,,,220,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/banning-ca-us/service_alerts.proto,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1480,gtfs-rt,tu,,,,City of Banning Pass Transit System,,,,,220,https://api.goswift.ly/real-time/banning/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1481,gtfs-rt,vp,,,,City of Banning Pass Transit System,,,,,220,https://api.goswift.ly/real-time/banning/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1482,gtfs-rt,sa,,,,Cascades East Transit,,,,,138,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/cascadeseast-or-us/service_alerts.proto,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,deprecated,,tld-4067-sa,
1483,gtfs-rt,tu,,,,Cascades East Transit,,,,,138,https://api.goswift.ly/real-time/coic/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,deprecated,,tld-4067-tu,
1484,gtfs-rt,vp,,,,Cascades East Transit,,,,,138,https://api.goswift.ly/real-time/coic/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,deprecated,,tld-4067-vp,
1485,gtfs-rt,sa,,,,Redding Area Bus Authority,True,,,,2852,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/redding-ca-us/service_alerts.proto,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1486,gtfs-rt,vp,,,,Redding Area Bus Authority,True,,,,2852,https://api.goswift.ly/real-time/redding/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1487,gtfs-rt,tu,,,,Redding Area Bus Authority,True,,,,2852,https://api.goswift.ly/real-time/redding/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1488,gtfs-rt,tu,,,,Cincinnati Metro,,,,,307,https://tmgtfsprd.sorttrpcloud.com/TMGTFSRealTimeWebService/tripupdate/tripupdates.pb,0,,,,,,,,,,,,,
1489,gtfs-rt,vp,,,,Cincinnati Metro,,,,,307,https://tmgtfsprd.sorttrpcloud.com/TMGTFSRealTimeWebService/vehicle/vehiclepositions.pb,0,,,,,,,,,,,,,
1490,gtfs-rt,sa,,,,Cincinnati Metro,,,,,307,https://tmgtfsprd.sorttrpcloud.com/TMGTFSRealTimeWebService/alert/alerts.pb,0,,,,,,,,,,,,,
1491,gtfs-rt,vp,,,,Lake Transit Authority,,,,,68,https://api.goswift.ly/real-time/lake-county/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1492,gtfs-rt,tu,,,,Lake Transit Authority,,,,,68,https://api.goswift.ly/real-time/lake-county/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1493,gtfs-rt,vp,,,,Humboldt Transit,,Redwood Transit System,,,19,https://api.goswift.ly/real-time/redwood/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1494,gtfs-rt,sa,,,,Humboldt Transit,,Redwood Transit System,,,19,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/humboldtcounty-ca-us/service_alerts.proto,0,,,,,,,,,,,,,
1495,gtfs-rt,tu,,,,Humboldt Transit,,Redwood Transit System,,,19,https://api.goswift.ly/real-time/redwood/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1496,gtfs-rt,vp,,,,Edmonton Transit System,True,,,,714,http://gtfs.edmonton.ca/TMGTFSRealTimeWebService/Vehicle/VehiclePositions.pb,0,,,,https://www.edmonton.ca/transportation/Web-version2.1-OpenDataAgreement.pdf,,,,,,,,,
1497,gtfs-rt,sa,,,,Edmonton Transit System,True,,,,714,http://gtfs.edmonton.ca/TMGTFSRealTimeWebService/Alert/Alerts.pb,0,,,,https://www.edmonton.ca/transportation/Web-version2.1-OpenDataAgreement.pdf,,,,,,,,,
1498,gtfs-rt,tu,,,,Edmonton Transit System,True,,,,714,http://gtfs.edmonton.ca/TMGTFSRealTimeWebService/TripUpdate/TripUpdates.pb,0,,,,https://www.edmonton.ca/transportation/Web-version2.1-OpenDataAgreement.pdf,,,,,,,,,
1499,gtfs-rt,vp,,,,Lincoln County Transit,,,,,23,https://api.goswift.ly/real-time/lincoln-county/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1500,gtfs-rt,tu,,,,Lincoln County Transit,,,,,23,https://api.goswift.ly/real-time/lincoln-county/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1501,gtfs-rt,sa,,,,Lincoln County Transit,,,,,23,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/lincolncounty-or-us/service_alerts.proto,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1502,gtfs-rt,vp,,,,Marble Valley Regional Transit District (MVRTD),,,,,430,https://api.goswift.ly/real-time/marble-valley/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1503,gtfs-rt,tu,,,,Marble Valley Regional Transit District (MVRTD),,,,,430,https://api.goswift.ly/real-time/marble-valley/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1504,gtfs-rt,vp,,,,Sunset Empire Transportation District,,,,,246,https://api.goswift.ly/real-time/setd/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1505,gtfs-rt,tu,,,,Sunset Empire Transportation District,,,,,246,https://api.goswift.ly/real-time/setd/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1506,gtfs-rt,vp,,,,Merced County Transit (The Bus),,,,,86,https://thebuslive.com/gtfs-rt/vehiclepositions,0,,,,,,,,,,,,,
1507,gtfs-rt,sa,,,,Merced County Transit (The Bus),,,,,86,https://thebuslive.com/gtfs-rt/alerts,0,,,,,,,,,,,,,
1508,gtfs-rt,vp,,,,Kern Transit,,,,,47,https://api.goswift.ly/real-time/kern-transit/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1509,gtfs-rt,tu,,,,Kern Transit,,,,,47,https://api.goswift.ly/real-time/kern-transit/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1510,gtfs-rt,vp,,,,The Current,,,,,428,https://api.goswift.ly/real-time/thecurrent/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1511,gtfs-rt,tu,,,,The Current,,,,,428,https://api.goswift.ly/real-time/thecurrent/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1512,gtfs-rt,vp,,,,Green Mountain Community Network,,,,,539,https://api.goswift.ly/real-time/bennington-gmcn/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1513,gtfs-rt,tu,,,,Green Mountain Community Network,,,,,539,https://api.goswift.ly/real-time/bennington-gmcn/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1514,gtfs-rt,vp,,,,Green Mountain Transit Agency,,,,,629,https://api.goswift.ly/real-time/green-mountain/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1515,gtfs-rt,tu,,,,Green Mountain Transit Agency,,,,,629,https://api.goswift.ly/real-time/green-mountain/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1516,gtfs-rt,vp,,,,Merrimack Valley Regional Transit Authority (MVRTA),,,,,445,https://api.goswift.ly/real-time/massdot-mvrta/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1517,gtfs-rt,tu,,,,Merrimack Valley Regional Transit Authority (MVRTA),,,,,445,https://api.goswift.ly/real-time/massdot-mvrta/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1518,gtfs-rt,vp,,,,TheBus,,,,,10,https://api.goswift.ly/real-time/thebus/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1519,gtfs-rt,tu,,,,TheBus,,,,,10,https://api.goswift.ly/real-time/thebus/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1520,gtfs-rt,tu,,,,Grand River Transit,,,,,721,http://webapps.regionofwaterloo.ca/api/grt-routes/api/tripupdates,0,,,,https://www.regionofwaterloo.ca/en/regional-government/open-data.aspx,,,,,,,,,
1521,gtfs-rt,vp,,,,Grand River Transit,,,,,721,http://webapps.regionofwaterloo.ca/api/grt-routes/api/vehiclepositions,0,,,,https://www.regionofwaterloo.ca/en/regional-government/open-data.aspx,,,,,,,,,
1522,gtfs-rt,tu,,,,VINE Transit,,,,,1288,https://api.goswift.ly/real-time/napa-valley/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1523,gtfs-rt,vp,,,,VINE Transit,,,,,1288,https://api.goswift.ly/real-time/napa-valley/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1524,gtfs-rt,tu,,,,Greater Cleveland Regional Transit Authority,,,,,406,http://gtfs.gcrta.org/TMGTFSRealTimeWebService/TripUpdate/TripUpdates.pb,0,,,,,,,,,,,,,
1525,gtfs-rt,sa,,,,Greater Cleveland Regional Transit Authority,,,,,406,http://gtfs.gcrta.org/TMGTFSRealTimeWebService/Alert/Alerts.pb,0,,,,,,,,,,,,,
1526,gtfs-rt,vp,,,,Greater Cleveland Regional Transit Authority,,,,,406,http://gtfs.gcrta.org/TMGTFSRealTimeWebService/Vehicle/VehiclePositions.pb,0,,,,,,,,,,,,,
1527,gtfs-rt,tu,,,,Hillsborough Area Regional Transit,,,,,325,http://api.tampa.onebusaway.org:8088/trip-updates,0,,,,,,,,,,,,,
1528,gtfs-rt,vp,,,,Hillsborough Area Regional Transit,,,,,325,http://api.tampa.onebusaway.org:8088/vehicle-positions,0,,,,,,,,,,,,,
1529,gtfs-rt,tu,,,,Suffolk County Transit,,,,,548,http://gtfsrealtime.suffolkcountyny.gov:8080/gtfsrealtime/TripUpdates,0,,,,https://www.suffolkcountyny.gov/Departments/Public-Works/Transportation/Terms-and-Conditions,,,,,,,,,
1530,gtfs-rt,vp,,,,Suffolk County Transit,,,,,548,http://gtfsrealtime.suffolkcountyny.gov:8080/gtfsrealtime/VehiclePositions,0,,,,https://www.suffolkcountyny.gov/Departments/Public-Works/Transportation/Terms-and-Conditions,,,,,,,,,
1531,gtfs-rt,vp,,,,Mountain View Transportation Management Association (MVgo),,,,,60,https://ridemvgo.org/gtfs-rt/vehiclepositions,0,,,,,,,,,,deprecated,,2110,
1532,gtfs-rt,sa,,,,Mountain View Transportation Management Association (MVgo),,,,,60,https://ridemvgo.org/gtfs-rt/alerts,0,,,,,,,,,,deprecated,,2111,
1533,gtfs-rt,tu,,,,Mountain View Transportation Management Association (MVgo),,,,,60,https://ridemvgo.org/gtfs-rt/tripupdates,0,,,,,,,,,,deprecated,,2109,
1534,gtfs-rt,vp,,,,Community Transit,,,,,287,http://s3.amazonaws.com/commtrans-realtime-prod/vehiclepositions.pb,0,,,,https://www.communitytransit.org/opendata,,,,,,,,,
1535,gtfs-rt,sa,,,,Community Transit,,,,,287,http://s3.amazonaws.com/commtrans-realtime-prod/alerts.pb,0,,,,https://www.communitytransit.org/opendata,,,,,,,,,
1536,gtfs-rt,tu,,,,Community Transit,,,,,287,http://s3.amazonaws.com/commtrans-realtime-prod/tripupdates.pb,0,,,,https://www.communitytransit.org/opendata,,,,,,,,,
1537,gtfs-rt,vp,,,,Intercity Transit,,,,,266,https://its.rideralerts.com/InfoPoint/GTFS-Realtime.ashx?Type=VehiclePosition,0,,,,,,,,,,,,,
1538,gtfs-rt,sa,,,,Intercity Transit,,,,,266,https://its.rideralerts.com/InfoPoint/GTFS-Realtime.ashx?Type=Alert,0,,,,,,,,,,,,,
1539,gtfs-rt,tu,,,,Intercity Transit,,,,,266,https://its.rideralerts.com/InfoPoint/GTFS-Realtime.ashx?Type=TripUpdate,0,,,,,,,,,,,,,
1540,gtfs-rt,tu,,,,King County Metro,,,,,1330,https://s3.amazonaws.com/kcm-alerts-realtime-prod/tripupdates.pb,0,,,,https://kingcounty.gov/depts/transportation/metro/travel-options/bus/app-center/developer-resources/terms-of-use.aspx,,,,,,,,,
1541,gtfs-rt,sa,,,,King County Metro,,,,,1330,https://s3.amazonaws.com/kcm-alerts-realtime-prod/alerts.pb,0,,,,https://kingcounty.gov/depts/transportation/metro/travel-options/bus/app-center/developer-resources/terms-of-use.aspx,,,,,,,,,
1542,gtfs-rt,vp,,,,King County Metro,,,,,1330,https://s3.amazonaws.com/kcm-alerts-realtime-prod/vehiclepositions.pb,0,,,,https://kingcounty.gov/depts/transportation/metro/travel-options/bus/app-center/developer-resources/terms-of-use.aspx,,,,,,,,,
1543,gtfs-rt,tu,,,,Pierce Transit,,,,,265,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/trip-updates-for-agency/3.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1544,gtfs-rt,sa,,,,Pierce Transit,,,,,265,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/alerts-for-agency/3.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1545,gtfs-rt,vp,,,,Pierce Transit,,,,,265,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/vehicle-positions-for-agency/3.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1546,gtfs-rt,vp,,,,City of Seattle - Streetcar,,,,,1080,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/vehicle-positions-for-agency/23.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1547,gtfs-rt,sa,,,,City of Seattle - Streetcar,,,,,1080,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/alerts-for-agency/23.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1548,gtfs-rt,tu,,,,City of Seattle - Streetcar,,,,,1080,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/trip-updates-for-agency/23.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1549,gtfs-rt,vp,,,,Everett Transit,,,,,288,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/vehicle-positions-for-agency/97.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,deprecated,,3074,
1550,gtfs-rt,sa,,,,Everett Transit,,,,,288,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/alerts-for-agency/97.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,deprecated,,3072,
1551,gtfs-rt,tu,,,,Everett Transit,,,,,288,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/trip-updates-for-agency/97.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,deprecated,,3073,
1552,gtfs-rt,vp,,,,Sound Transit,,,,,268,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/vehicle-positions-for-agency/40.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1553,gtfs-rt,sa,,,,Sound Transit,,,,,268,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/alerts-for-agency/40.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1554,gtfs-rt,tu,,,,Sound Transit,,,,,268,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/trip-updates-for-agency/40.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1555,gtfs-rt,vp,,,,Washington State Ferries,,,,,1331,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/vehicle-positions-for-agency/95.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1556,gtfs-rt,sa,,,,Washington State Ferries,,,,,1331,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/alerts-for-agency/95.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1557,gtfs-rt,tu,,,,Washington State Ferries,,,,,1331,https://api.pugetsound.onebusaway.org/api/gtfs_realtime/trip-updates-for-agency/95.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use,,,,,,,,,
1558,gtfs-rt,tu,,,,Lane Transit District,,,,,131,http://feed.ltd.org/gtfs-realtime/tripupdate,0,,,,,,,,,,,,,
1559,gtfs-rt,sa,,,,Lane Transit District,,,,,131,http://feed.ltd.org/gtfs-realtime/alert,0,,,,,,,,,,,,,
1560,gtfs-rt,vp,,,,Lane Transit District,,,,,131,http://feed.ltd.org/gtfs-realtime/vehicle,0,,,,,,,,,,,,,
1561,gtfs-rt,vp,,,,London Transit Commission,,,,,2,http://gtfs.ltconline.ca/Vehicle/VehiclePositions.pb,0,,,,,,,,,,,,,
1562,gtfs-rt,sa,,,,London Transit Commission,,,,,2,http://gtfs.ltconline.ca/Alert/Alerts.pb,0,,,,,,,,,,,,,
